source_id,source_type,title,version,applicable_from,applicable_to,source_url,applicability_status,block_reference,block_type,theme,text
Instruction administrative DGI sur le domicile fiscal en matiere d'IUTS,administrative_instruction,Instruction administrative DGI sur le domicile fiscal en matiere d'IUTS,Instruction administrative du 30 novembre 2020,2020-11-30,,https://dgi.bf/wp-content/uploads/2023/10/INSTRUCTION-ADMINISTRATIVE-PORTANT-SUR-LA-DEFINITION-DU-DOMICILE-FISCAL-EN-MATIERE-DIUTS.pdf,confirmed,section 1,section,criteres de domicile fiscal IUTS,"En l'absence de convention applicable, l'instruction presente trois criteres
non cumulatifs: foyer d'habitation permanent, centre des interets vitaux ou
sejour habituel au Burkina Faso. Le sejour habituel est apprecie sur au moins
183 jours, continus ou non, sur douze mois."
Instruction administrative DGI sur le domicile fiscal en matiere d'IUTS,administrative_instruction,Instruction administrative DGI sur le domicile fiscal en matiere d'IUTS,Instruction administrative du 30 novembre 2020,2020-11-30,,https://dgi.bf/wp-content/uploads/2023/10/INSTRUCTION-ADMINISTRATIVE-PORTANT-SUR-LA-DEFINITION-DU-DOMICILE-FISCAL-EN-MATIERE-DIUTS.pdf,confirmed,section 2,section,priorite des conventions fiscales,"Lorsqu'une convention internationale de non-double imposition est applicable,
sa definition du domicile pour les revenus salaries doit etre examinee avant
la definition interne."
Declaration de versement IUTS et TPA - DGI Burkina Faso,official_form,Declaration de versement IUTS et TPA - DGI Burkina Faso,Fichier DGI publie sous le chemin 2023/10; numerotation historique du code,,,https://dgi.bf/wp-content/uploads/2023/10/DECLARATION-DE-VERSEMENT-DE-RETENUE-DE-LIMPOT-UNIQUE-SUR-LES-TRAITEMENTS-ET-SALAIRES-IUTS-ET-TAXE-PATRONAL-DAPPRENTISSAGE-TPA.pdf,not_stated,rubrique IV page 1,section,synthese IUTS,"La synthese IUTS comporte le nombre de salaries, le total des salaires bruts
et le total de l'IUTS du."
Declaration de versement IUTS et TPA - DGI Burkina Faso,official_form,Declaration de versement IUTS et TPA - DGI Burkina Faso,Fichier DGI publie sous le chemin 2023/10; numerotation historique du code,,,https://dgi.bf/wp-content/uploads/2023/10/DECLARATION-DE-VERSEMENT-DE-RETENUE-DE-LIMPOT-UNIQUE-SUR-LES-TRAITEMENTS-ET-SALAIRES-IUTS-ET-TAXE-PATRONAL-DAPPRENTISSAGE-TPA.pdf,not_stated,rubrique IV page 2,section,detail IUTS par salarie,"L'etat annexe ventile par salarie les noms et prenoms, salaires bruts, bases
imposables, nombre de charges et montant d'IUTS."
Code General des Impots du Burkina Faso - Impot sur les revenus fonciers (articles 120 a 128) et retenue a la source sur les loyers (articles 215 a 219),tax_code,Code General des Impots du Burkina Faso - Impot sur les revenus fonciers (articles 120 a 128) et retenue a la source sur les loyers (articles 215 a 219),"Texte consolide dgi.bf (loi adoptee le 20 decembre 2017, fichier LOI-PORTANT-CODE-GENERAL-DES-IMPOTS-FINAL.pdf) - A CONFIRMER par rapprochement avec la derniere loi de finances en vigueur",2018-01-01,,https://dgi.bf/wp-content/uploads/2023/10/LOI-PORTANT-CODE-GENERAL-DES-IMPOTS-FINAL.pdf,confirmed,articles 120 a 123,article,loyers,"Art.120.- L'impot sur les revenus fonciers (IRF), percu au profit du
budget de l'Etat, est applicable aux revenus de la location des immeubles
batis ou non batis quel que soit leur usage, ainsi que les revenus
accessoires.
Sont egalement soumis a l'impot, les gains resultant des sous-locations
d'immeubles batis ou non batis et des baux a construction.

Art.121.- L'impot est du par les personnes beneficiaires de revenus
fonciers.
Sont compris dans la categorie des revenus fonciers :
- 1° les revenus des proprietes baties telles que les maisons et usines
  ainsi que ceux provenant de l'outillage des etablissements industriels
  attaches au fonds a perpetuelle demeure, ou reposant sur des fondations
  speciales faisant corps avec l'ensemble, et de toutes installations
  commerciales ou industrielles assimilables a des constructions ;
- 2° la location du droit d'affichage, de la concession du droit
  d'exploitation des carrieres, de redevances analogues ayant leur
  origine dans le droit de propriete ou d'usufruit ;
- 3° les revenus des proprietes non baties de toute nature y compris ceux
  des terrains occupes par des carrieres et mines.

Art.122.- Ne sont pas soumis a l'impot sur les revenus fonciers :
1) Les loyers de toute nature d'immeubles appartenant a des personnes
   morales soumises a l'impot sur les societes.
2) Les loyers de toute nature d'immeubles appartenant a l'Etat, aux
   collectivites territoriales et a leurs etablissements publics n'ayant
   pas un caractere industriel et commercial.
3) Les loyers des chambres d'hotel et d'etablissements assimiles.
4) Les loyers dont le cumul par bailleur n'excede pas vingt mille
   (20 000) francs CFA par mois.
5) Les personnes salariees retraitees des secteurs public et prive et les
   conjoints survivants de retraites dans la limite d'un seul immeuble,
   sous reserve que le bail ou le cumul des baux sur l'immeuble loue
   n'excede pas cinq cent mille (500 000) francs CFA et que ledit
   immeuble ait ete acquis ou construit pendant la periode d'activite.
   Le choix de l'immeuble objet du bail ou des baux exoneres est
   definitif. Lorsque le bail ou le cumul des baux depasse cinq cent
   mille (500 000) francs CFA, le supplement de loyer est soumis a
   l'impot sur les revenus fonciers aux conditions de droit commun.
   Pour le benefice effectif de cette mesure, les interesses doivent
   adresser au directeur general des impots une demande comprenant les
   pieces justificatives de leur statut ainsi que tout document attestant
   de l'acquisition ou de la construction de l'immeuble pendant la
   periode d'activite et une copie du contrat de bail dument enregistre
   ou de la quittance de renouvellement du bail. Le benefice de
   l'exoneration constate par decision du directeur general des impots
   prend effet a compter de la date d'introduction de la demande.
6) Les entreprises publiques ou privees ayant pour principal objet la
   promotion de l'habitat social peuvent beneficier de l'exoneration de
   l'impot sur les revenus fonciers par decret pris en Conseil des
   Ministres sur proposition du Ministre charge des Finances apres avis
   du Ministre charge de l'Habitat.

Art.123.- Sauf dispositions expresses contraires, l'impot sur les revenus
fonciers s'applique :
- aux revenus des immeubles situes au Burkina Faso ;
- aux revenus des immeubles situes a l'etranger lorsque le bailleur
  reside au Burkina Faso ou y exerce ses activites, sous reserve des
  conventions internationales relatives aux doubles impositions."
Code General des Impots du Burkina Faso - Impot sur les revenus fonciers (articles 120 a 128) et retenue a la source sur les loyers (articles 215 a 219),tax_code,Code General des Impots du Burkina Faso - Impot sur les revenus fonciers (articles 120 a 128) et retenue a la source sur les loyers (articles 215 a 219),"Texte consolide dgi.bf (loi adoptee le 20 decembre 2017, fichier LOI-PORTANT-CODE-GENERAL-DES-IMPOTS-FINAL.pdf) - A CONFIRMER par rapprochement avec la derniere loi de finances en vigueur",2018-01-01,,https://dgi.bf/wp-content/uploads/2023/10/LOI-PORTANT-CODE-GENERAL-DES-IMPOTS-FINAL.pdf,confirmed,articles 125 et 126,article,loyers,"Art.125.- 1) Le revenu net imposable est egal au loyer brut, taxe sur la
valeur ajoutee non comprise, acquis par le bailleur au cours du mois ou
de la periode consideree et au titre de chaque location, sous deduction
d'un abattement forfaitaire de 50 %.

2) Le loyer brut comprend les produits de toute nature provenant de la
location ou de la sous-location d'immeubles, notamment :
- les loyers ;
- les depenses incombant normalement au bailleur, mises
  contractuellement a la charge du locataire ;
- la valeur mensuelle de l'amortissement des investissements realises par
  le preneur calcule selon la duree du contrat, majoree des indemnites,
  avantages ou prestations de toute nature servis au bailleur en
  execution d'un bail a construction ;
- les supplements de loyers et autres revenus exceptionnels ;
- les sommes recues des locataires a titre de depot de garantie, des lors
  qu'elles sont utilisees par le bailleur pour couvrir des loyers.

Art.126.- Le montant de l'impot sur les revenus fonciers est obtenu par
application des taux progressifs par tranches ci-apres au revenu net
imposable :
- tranche de 0 a 100 000 francs CFA : 18 % ;
- au-dessus de 100 000 francs CFA : 25 %."
Code General des Impots du Burkina Faso - Impot sur les revenus fonciers (articles 120 a 128) et retenue a la source sur les loyers (articles 215 a 219),tax_code,Code General des Impots du Burkina Faso - Impot sur les revenus fonciers (articles 120 a 128) et retenue a la source sur les loyers (articles 215 a 219),"Texte consolide dgi.bf (loi adoptee le 20 decembre 2017, fichier LOI-PORTANT-CODE-GENERAL-DES-IMPOTS-FINAL.pdf) - A CONFIRMER par rapprochement avec la derniere loi de finances en vigueur",2018-01-01,,https://dgi.bf/wp-content/uploads/2023/10/LOI-PORTANT-CODE-GENERAL-DES-IMPOTS-FINAL.pdf,confirmed,articles 215 a 219,article,bail,"Art.215.- Sont soumis a une retenue a la source, les loyers des immeubles
batis ou non batis pris a bail par les locataires suivants etablis au
Burkina Faso :
- les personnes physiques ou morales relevant du regime reel
  d'imposition ;
- l'Etat, les collectivites territoriales et les etablissements publics ;
- les associations, les fondations, les organisations non
  gouvernementales, les projets et programmes ;
- les representations diplomatiques et consulaires ainsi que les
  organismes internationaux et assimiles.

Art.216.- Le montant de la retenue est egal au montant de l'impot sur les
revenus fonciers du sur le loyer.
L'impot est calcule conformement aux dispositions des articles 125 et
126.

Art.217.- Les retenues d'un mois determine doivent etre reversees au
service des impots au plus tard le 10 du mois suivant sur un formulaire
conforme au modele de l'administration fiscale.
Toutefois, lorsque la periodicite du reglement est superieure a un mois,
les retenues doivent etre versees au plus tard le 10 du mois suivant la
periode ecoulee.

Art.218.- Les locataires sont tenus de remettre a leur bailleur un etat
des versements effectues au service des impots. L'etat des versements
doit etre vise par le receveur des impots competent et comporter les
references de la quittance de reglement.
Cet etat doit contenir les indications suivantes :
- nom, prenoms, profession, domicile, adresse complete et numero
  d'identification financier unique (IFU) le cas echeant du locataire ;
- nom, prenoms, profession, domicile, adresse complete et eventuellement
  numero d'identification financier unique (IFU) du bailleur ;
- montant des sommes versees au bailleur ;
- montant brut du loyer ;
- periode au titre de laquelle les versements ont ete effectues ;
- montant de l'impot retenu a la source.

Art.219.- Tout bailleur d'immeuble soumis a la retenue a la source sur les
loyers est tenu de souscrire au plus tard le 15 fevrier et le 15 aout de
chaque annee aupres du service des impots du lieu de situation de
l'immeuble loue, sur un formulaire conforme au modele de l'administration
fiscale, une declaration indiquant le montant des loyers percus et
l'impot sur les revenus fonciers acquitte sur lesdits loyers."
"Code General des Impots du Burkina Faso - Section 3 (Retenue a la source sur les sommes versees aux prestataires non-residents), articles 210 a 214, et definition du domicile fiscal (article 107)",tax_code,"Code General des Impots du Burkina Faso - Section 3 (Retenue a la source sur les sommes versees aux prestataires non-residents), articles 210 a 214, et definition du domicile fiscal (article 107)","Texte consolide dgi.bf (loi adoptee le 20 decembre 2017, fichier LOI-PORTANT-CODE-GENERAL-DES-IMPOTS-FINAL.pdf) - A CONFIRMER par rapprochement avec la derniere loi de finances et toute convention fiscale bilaterale applicable au prestataire concerne",2018-01-01,,https://dgi.bf/wp-content/uploads/2023/10/LOI-PORTANT-CODE-GENERAL-DES-IMPOTS-FINAL.pdf,confirmed,articles 210 et 211,article,prestataire non resident,"Art.210.- Sous reserve des dispositions des conventions internationales
relatives aux doubles impositions, une retenue a la source est operee sur
les sommes que les personnes physiques ou morales non residentes au
Burkina Faso percoivent en remuneration de prestations de toute nature
fournies ou utilisees au Burkina Faso.

Art.211.- La retenue a la source s'applique aux remunerations payees
notamment :
- pour la fourniture d'etudes et de conseils de toute nature, de
  prestations d'ingenieries, d'informatique, de comptabilite, d'audit,
  de publicite, de formation, de communication, d'assistance technique ;
- pour la participation aux frais de siege ;
- pour l'usage ou la concession de l'usage d'un brevet, d'une marque de
  fabrique de commerce, d'une franchise commerciale, d'un dessin, d'un
  modele, d'un plan, d'une formule ou d'un procede secret ainsi que d'un
  equipement industriel, commercial ou scientifique ne constituant pas un
  bien immobilier ;
- pour les informations ayant trait a une experience acquise dans le
  domaine industriel, commercial, agricole ou scientifique ;
- pour l'usage ou la concession de l'usage d'un droit d'auteur sur une
  oeuvre litteraire, artistique ou scientifique y compris les productions
  cinematographiques, televisuelles, audiovisuelles, radiophoniques,
  theatrales et artistiques ;
- aux artistes de theatre et de music-hall, musiciens-danseurs, acteurs,
  comediens, modeles et autres artistes de spectacles et de la mode et
  aux sportifs, non domicilies au Burkina Faso, qui participent a des
  manifestations organisees ou produites au Burkina Faso."
"Code General des Impots du Burkina Faso - Section 3 (Retenue a la source sur les sommes versees aux prestataires non-residents), articles 210 a 214, et definition du domicile fiscal (article 107)",tax_code,"Code General des Impots du Burkina Faso - Section 3 (Retenue a la source sur les sommes versees aux prestataires non-residents), articles 210 a 214, et definition du domicile fiscal (article 107)","Texte consolide dgi.bf (loi adoptee le 20 decembre 2017, fichier LOI-PORTANT-CODE-GENERAL-DES-IMPOTS-FINAL.pdf) - A CONFIRMER par rapprochement avec la derniere loi de finances et toute convention fiscale bilaterale applicable au prestataire concerne",2018-01-01,,https://dgi.bf/wp-content/uploads/2023/10/LOI-PORTANT-CODE-GENERAL-DES-IMPOTS-FINAL.pdf,confirmed,articles 212 a 214,article,taux,"Art.212.- Le taux de la retenue a la source est fixe a 20 % du montant net
des sommes versees aux personnes non etablies au Burkina Faso, y compris
les sommes et frais accessoires exposes par le debiteur au profit du
prestataire.
Le montant de la retenue ne saurait etre pris en charge par le debiteur.

Art.213.- Sont redevables de la retenue a la source de 20 % :
- les personnes physiques ou morales relevant d'un impot sur les
  benefices selon un regime du reel ;
- l'Etat, les collectivites territoriales et les etablissements publics ;
- les projets et programmes ;
- les organisations non gouvernementales, les associations et les
  fondations.

Art.214.- Les retenues afferentes aux sommes mises en paiement au cours
d'un mois donne doivent etre versees au plus tard le 20 du mois suivant au
service des impots de rattachement.

Les versements sont effectues au vu d'une declaration reglementaire
comportant pour chaque personne faisant l'objet d'une retenue, les
indications suivantes :
- nom(s) et prenom(s) ou raison sociale et forme juridique ;
- activite ou profession ;
- adresses geographique, boite postale et numero de telephone ;
- nationalite ;
- nature des prestations fournies ;
- date et montant des paiements ;
- montant de la retenue operee.

La declaration doit etre accompagnee pour chaque prestataire precompte
d'une attestation individuelle de retenue a la source etablie conformement
au modele prescrit par l'administration."
"Code General des Impots du Burkina Faso - Section 3 (Retenue a la source sur les sommes versees aux prestataires non-residents), articles 210 a 214, et definition du domicile fiscal (article 107)",tax_code,"Code General des Impots du Burkina Faso - Section 3 (Retenue a la source sur les sommes versees aux prestataires non-residents), articles 210 a 214, et definition du domicile fiscal (article 107)","Texte consolide dgi.bf (loi adoptee le 20 decembre 2017, fichier LOI-PORTANT-CODE-GENERAL-DES-IMPOTS-FINAL.pdf) - A CONFIRMER par rapprochement avec la derniere loi de finances et toute convention fiscale bilaterale applicable au prestataire concerne",2018-01-01,,https://dgi.bf/wp-content/uploads/2023/10/LOI-PORTANT-CODE-GENERAL-DES-IMPOTS-FINAL.pdf,confirmed,"article 107, paragraphe 2",article,residence fiscale,"Sous reserve des dispositions des conventions internationales relatives
aux doubles impositions, sont considerees comme ayant leur domicile
fiscal au Burkina Faso :
- 1° les personnes qui y possedent ou y jouissent d'un foyer d'habitation
  permanent ;
- 2° les personnes qui, sans disposer au Burkina Faso d'un foyer
  d'habitation permanent dans les conditions definies au point 1°, ont
  neanmoins au Burkina Faso le centre de leurs interets vitaux ;
- 3° dans le cas ou les personnes n'ont pas de foyer d'habitation
  permanent au Burkina Faso ou si le centre de leurs interets vitaux ne
  peut pas etre determine, elles sont considerees comme ayant leur
  domicile au Burkina Faso si elles y sejournent de facon habituelle
  pendant au moins cent quatre-vingt-trois (183) jours de facon continue
  ou non sur une periode de douze (12) mois."
"Code General des Impots du Burkina Faso - Section 2 (Retenue a la source sur les sommes versees aux prestataires residents), articles 206 a 209",tax_code,"Code General des Impots du Burkina Faso - Section 2 (Retenue a la source sur les sommes versees aux prestataires residents), articles 206 a 209","Texte consolide dgi.bf (loi adoptee le 20 decembre 2017, fichier LOI-PORTANT-CODE-GENERAL-DES-IMPOTS-FINAL.pdf) - A CONFIRMER par rapprochement avec la derniere loi de finances en vigueur, le taux de l'article 207 pouvant etre revu chaque annee (voir docs/reference/bf-withholding-validation-rules.csv)",2018-01-01,,https://dgi.bf/wp-content/uploads/2023/10/LOI-PORTANT-CODE-GENERAL-DES-IMPOTS-FINAL.pdf,confirmed,article 206,article,prestataire resident,"Art.206.- 1) Sont soumises a une retenue a la source les sommes versees en
remuneration de prestations de toute nature fournies ou utilisees sur le
territoire national, par des debiteurs etablis au Burkina Faso :
- a des personnes qui y resident ;
- ou a des personnes non residentes dans la mesure ou elles y disposent
  d'un etablissement stable tel que defini a l'article 47.

2) Sont notamment consideres comme debiteurs etablis au Burkina Faso :
- les personnes physiques ou morales relevant de l'impot sur les societes,
  de l'impot sur les benefices industriels, commerciaux et agricoles ou de
  l'impot sur les benefices des professions non commerciales, selon le
  regime du reel d'imposition ;
- l'Etat, les collectivites territoriales et les etablissements publics ;
- les projets et programmes ;
- les organisations non gouvernementales, les associations et les
  fondations.

3) Par prestation de toute nature fournie ou utilisee, on entend toute
operation de nature lucrative autre qu'une vente de biens ou une location
d'immeubles dont le montant est egal ou superieur a cinquante mille
(50 000) francs CFA hors taxes.

4) La retenue n'est pas due sur les sommes versees aux contribuables
relevant de la direction des grandes entreprises et a ceux beneficiant
d'une exoneration totale des impots sur les benefices. Pour beneficier de
cette exoneration, les contribuables doivent presenter leur attestation
d'exoneration delivree par la direction generale des impots."
"Code General des Impots du Burkina Faso - Section 2 (Retenue a la source sur les sommes versees aux prestataires residents), articles 206 a 209",tax_code,"Code General des Impots du Burkina Faso - Section 2 (Retenue a la source sur les sommes versees aux prestataires residents), articles 206 a 209","Texte consolide dgi.bf (loi adoptee le 20 decembre 2017, fichier LOI-PORTANT-CODE-GENERAL-DES-IMPOTS-FINAL.pdf) - A CONFIRMER par rapprochement avec la derniere loi de finances en vigueur, le taux de l'article 207 pouvant etre revu chaque annee (voir docs/reference/bf-withholding-validation-rules.csv)",2018-01-01,,https://dgi.bf/wp-content/uploads/2023/10/LOI-PORTANT-CODE-GENERAL-DES-IMPOTS-FINAL.pdf,confirmed,article 207,article,taux,"Art.207.- Le taux de la retenue est fixe a :
- 5 % du montant hors taxes des sommes versees pour les personnes
  justifiant d'une immatriculation a l'identifiant financier unique (IFU).
  Ce taux est reduit a 1 % pour les travaux immobiliers et les travaux
  publics ;
- 25 % du montant des sommes versees pour les personnes non salariees ne
  justifiant pas d'une immatriculation a l'identifiant financier unique
  (IFU)."
